"class","cap.diameter","cap.shape","cap.surface","cap.color","does.bruise.or.bleed","gill.attachment","gill.spacing","gill.color","stem.height","stem.width","stem.root","stem.surface","stem.color","veil.type","veil.color","has.ring","ring.type","spore.print.color","habitat","season"
"e",4.95,"x","y","n","f","s","","g",4.44,6.66,"","","w","","","f","f","","d","u"
"p",16.92,"x","e","n","t","p","","e",9.22,30.84,"c","","y","","","f","f","","d","a"
"p",8.17,"x","i","n","f","a","","n",12.92,15.92,"s","","n","","e","f","f","","d","a"
"p",3.11,"o","","k","f","f","f","f",3.02,15.28,"","g","g","","","f","f","","d","u"
"p",9.72,"s","","y","t","d","","o",4.93,12.62,"","","w","","","t","f","","d","a"
"p",4.5,"x","y","y","f","a","c","y",8.61,10.86,"","y","y","","","t","","","d","u"
"p",4.49,"x","y","r","f","s","c","g",5.57,7.49,"","y","l","","","t","e","k","g","a"
"e",6.66,"x","d","n","t","p","","r",5.42,12.77,"","","y","","","f","f","","d","u"
"e",5.36,"o","l","n","f","f","f","f",7,41.67,"","","n","","","f","f","g","d","w"
"p",10.04,"f","y","e","f","s","c","y",7.4,17.74,"","y","u","","","f","f","","d","a"
"e",1.2,"b","g","g","f","","","g",3.53,1.62,"","","w","","","f","f","","d","a"
"e",15.15,"f","e","n","f","a","c","w",8.67,23.09,"s","","w","","","f","f","","d","a"
"p",5.8,"s","","n","t","d","c","p",6.67,7.09,"","","e","","","f","f","","d","a"
"e",5.96,"c","h","n","f","e","","w",11.66,12.07,"","s","w","u","w","f","f","","d","u"
"p",7.53,"x","g","n","f","e","","w",8.04,14.54,"","y","w","u","w","t","p","","d","a"
"e",14.85,"x","e","n","t","e","","w",10.17,18.05,"","","w","","","t","","","d","u"
"p",0.93,"b","t","n","f","","c","g",3.49,2.34,"","","n","","","t","f","","m","u"
"e",1.67,"x","w","n","f","","d","g",5.42,2.54,"","","w","","","f","f","","d","u"
"p",1.34,"x","","n","f","","","k",4.94,2.51,"","s","n","","","f","f","k","g","a"
"p",3.03,"s","d","w","f","a","d","p",3.76,2.75,"","h","w","","","f","f","","g","u"
"p",6.88,"x","s","r","t","s","d","w",5.54,15.19,"r","y","w","","","f","f","","d","u"
"p",1.34,"x","g","y","f","d","d","n",1.83,2.28,"","s","n","","","f","f","","h","u"
"p",5.26,"x","s","g","t","s","d","r",4.65,14.05,"r","i","n","","","f","f","","d","a"
"p",3.63,"b","y","p","f","e","c","n",4.81,3.52,"","k","w","","","t","e","","d","a"
"p",3.54,"x","t","n","f","s","c","p",6.13,9.24,"","","w","","n","t","z","","d","u"
"e",10.99,"x","t","n","t","p","","y",10.29,23.21,"","","n","","","f","f","","d","a"
"e",19.89,"f","y","w","f","","","w",24.45,21.5,"s","","n","","","t","m","","m","u"
"p",2.18,"x","s","o","f","d","","y",3.12,5.11,"","","y","","","f","f","","h","a"
"e",10.54,"x","h","n","t","p","","y",7.85,22,"","","n","","","f","f","","d","u"
"p",4.62,"s","d","y","f","d","c","o",3.38,6.07,"","","y","","","f","f","","h","a"
"e",3.69,"x","s","w","f","d","d","w",4.56,7.35,"","","w","","","f","f","","m","a"
"p",7.88,"s","h","r","t","d","","g",4.74,13.41,"","t","n","","","f","f","","d","a"
"p",6.42,"f","w","p","f","s","c","p",3.77,9.43,"","","p","","","f","f","","d","a"
"p",11.26,"x","s","y","f","s","","y",7.15,17.42,"","i","n","","","f","f","","d","u"
"e",9.26,"f","e","b","f","","c","b",5.24,21.69,"","","w","","","t","f","","d","a"
"e",4.8,"f","y","g","f","s","","y",4.81,7.33,"","","w","","","f","f","","d","a"
"p",1.85,"x","i","k","f","a","","w",2.84,2.26,"","","w","","","f","f","p","g","a"
"e",9.51,"s","","w","t","d","c","p",5.46,24.16,"","","w","","","f","f","","d","u"
"p",9.86,"o","","e","f","f","f","f",3.75,27.49,"","g","n","","","f","f","","d","s"
"e",20.12,"p","y","n","f","","","w",25.8,20.64,"s","","n","","","t","m","","d","u"
"e",11.38,"s","","w","t","d","c","w",6.81,24.47,"","","w","","","f","f","","d","u"
"e",10.47,"s","","w","t","d","c","p",6.34,25.34,"","","w","","","f","f","","d","u"
"e",11.03,"p","s","w","t","e","","n",7.81,16.49,"s","","w","","","t","l","","m","u"
"p",7.94,"f","","n","f","x","c","w",11,11.62,"r","i","w","","","f","f","","d","u"
"e",11.3,"x","e","l","f","x","c","w",7.48,23.9,"","","w","","","f","f","","d","a"
"p",7.71,"s","t","n","f","x","c","y",5.79,15.7,"","","y","","","f","f","","d","a"
"e",10.65,"x","e","y","f","x","c","w",6.66,21.59,"","","w","","","f","f","","d","u"
"e",13.8,"x","e","n","t","e","","w",9.57,16.67,"","","w","","","t","","","d","a"
"e",4.96,"x","t","n","f","a","d","y",6.15,5.02,"","s","n","","","f","f","","d","a"
"e",20.24,"x","s","n","f","a","d","y",8.01,25.45,"","","w","","","f","f","w","d","u"
"p",6.3,"p","s","n","f","","","g",8.81,12.25,"","s","w","","","t","z","","d","u"
"p",5.65,"s","d","o","f","d","c","o",3.07,6.46,"","","y","","","f","f","","d","a"
"e",8.49,"f","i","n","f","e","c","p",5.2,14.47,"","","w","","","t","r","","w","u"
"e",6.88,"x","t","n","f","p","d","y",7.16,11.75,"","s","n","","","f","f","","g","a"
"e",4.68,"x","","w","f","x","c","w",6.81,3.95,"","","w","","","f","f","","d","a"
"e",6.41,"f","y","n","f","e","c","p",4.8,13.1,"","","w","","","t","r","","w","u"
"e",7.98,"x","","n","f","a","","w",7.66,13.72,"","","g","","","f","f","","g","u"
"p",1.29,"o","k","n","f","","","n",3.75,1.64,"","","n","","","f","f","","d","s"
"p",6.77,"x","i","n","f","a","c","n",6.41,7.25,"","i","n","","k","t","z","k","g","a"
"e",4.63,"x","s","o","f","p","","n",5.43,10.48,"","","n","","","f","f","","d","u"
"e",12.1,"x","h","n","t","p","","y",9.9,23.14,"","","n","","","f","f","","d","a"
"p",4.47,"x","","e","f","","c","g",2.65,12.87,"","","y","","","f","f","","d","a"
"e",3.27,"f","d","g","t","d","c","p",4.61,5.82,"","","g","","","f","f","","d","u"
"e",4.28,"x","","w","f","x","c","w",7.87,8.54,"b","","n","","w","t","","","g","s"
"p",3.81,"x","y","y","f","a","","w",5.01,3.2,"","y","n","","","t","r","","d","a"
"e",9.29,"s","e","g","f","a","c","w",8.01,24.21,"s","","w","","","f","f","","l","w"
"e",8.13,"x","h","y","f","p","","y",7.19,15.5,"","","y","","y","t","","","d","u"
"e",8.27,"s","","g","f","s","c","u",7.39,18.63,"","","b","","","f","f","","d","a"
"p",2.01,"b","g","o","f","","c","n",6.25,3.29,"","","n","","","f","f","","d","s"
"e",8.43,"f","h","o","f","s","","n",9.13,13.13,"","i","n","","","f","f","","d","a"
"e",7.81,"s","","y","f","a","c","w",5.79,13.74,"","","g","","","f","f","","d","w"
"p",2.83,"b","","n","f","a","","n",8.23,2.44,"","","g","","w","f","f","k","g","a"
"e",9.51,"x","s","n","f","e","c","p",6.54,10.32,"","i","w","","","f","f","p","d","u"
"p",3.15,"s","d","w","f","d","d","w",3.93,2.57,"","h","w","","","f","f","","g","u"
"p",1.92,"c","h","n","f","","","n",6.68,3,"","","y","","","f","f","","g","a"
"e",19.65,"f","t","n","f","a","d","y",7.4,26.07,"","","w","","","f","f","w","d","a"
"p",5.64,"o","t","y","f","","c","o",1.33,13.55,"","","y","","","f","f","","d","a"
"p",0.71,"f","","o","f","d","","o",4.38,0.96,"","","o","","","f","f","w","g","a"
"e",6.56,"s","w","y","f","f","f","f",5.49,13.18,"","","y","","","f","f","","d","a"
"e",3.14,"b","y","n","f","","c","k",6.6,3.04,"","","w","","","f","f","","d","u"
"p",4.07,"f","k","n","f","p","","n",3.55,6.39,"","k","n","","","t","f","","d","u"
"p",7.01,"x","s","g","t","s","d","w",4.89,14.28,"r","y","w","","","f","f","","d","u"
"p",2.24,"b","","n","f","a","","g",4.81,2.01,"","s","g","","","f","f","","d","a"
"e",7.5,"x","t","y","t","x","c","y",6.88,15.23,"","","w","","","f","f","","d","a"
"p",8.37,"f","h","e","f","x","d","w",6.53,18.58,"b","","w","","","f","f","","d","a"
"e",13.29,"x","e","n","f","d","c","w",7.67,24.72,"s","","w","","","f","f","","l","a"
"p",0.81,"f","","o","f","d","","o",4.45,0.98,"","","y","","","f","f","w","g","u"
"p",5.74,"c","e","w","t","x","c","p",7.06,11.95,"","","w","","","f","f","","d","s"
"p",4.48,"b","t","r","f","s","c","n",6.63,8.85,"","y","l","","","t","e","k","g","a"
"p",5.19,"x","i","o","f","e","","k",6.69,7.89,"","","o","","","f","f","","m","a"
"e",2.68,"x","k","n","f","p","","y",4.67,10.24,"","","n","","","f","f","","d","a"
"e",8.4,"x","h","n","t","p","","n",7.33,17.8,"","","n","","w","t","p","","d","u"
"p",3.31,"f","y","w","f","e","c","w",5.16,3.63,"","k","w","","","t","e","","d","a"
"e",4.44,"f","y","n","f","s","","y",4.39,8.11,"","","w","","","f","f","","d","u"
"p",6.72,"x","y","w","t","","","w",7.12,11.56,"s","","w","","","t","l","","d","u"
"e",16.74,"f","y","w","f","","","w",29.8,20.79,"s","","n","","","t","m","","m","u"
"p",1.17,"x","g","w","f","a","d","w",3.4,1.58,"","","n","","","f","f","","d","u"
"p",19.12,"x","k","w","t","d","d","w",8.21,28.88,"","","w","","","f","f","","d","a"
"p",8.48,"x","i","n","f","a","","n",11.18,15.82,"s","","n","","n","f","f","","h","a"
"e",6.32,"x","t","n","f","a","d","n",6.76,5.17,"","t","w","","","t","l","","d","a"
"p",7.03,"x","h","n","f","x","","w",11.36,6.04,"r","g","n","","","f","f","","d","a"
"e",16.74,"s","e","n","f","d","c","w",10.05,25.6,"s","","w","","","f","f","","l","w"
"p",7.41,"s","h","n","t","d","","w",4.47,12.72,"","t","r","","","f","f","","d","a"
"e",6.78,"f","s","n","f","s","","y",8.45,12.73,"","t","n","","","f","f","","d","a"
"p",8.66,"x","h","r","f","","c","w",11.01,14.55,"","","w","u","w","t","p","","d","a"
"p",10.14,"s","","r","t","d","","o",4.86,13.62,"","","w","","","t","f","","d","a"
"e",11.6,"f","s","n","f","x","","n",6.7,23.06,"","","w","","","f","f","","d","u"
"e",6.96,"s","l","w","f","d","","p",3.59,9.25,"","","w","","","f","f","","g","u"
"e",7.01,"x","y","n","f","e","c","p",5.01,12.44,"","","w","","","t","r","","w","a"
"e",6,"x","d","y","t","p","","y",7.66,14.51,"","","y","","","f","f","","d","a"
"e",6.61,"s","","n","f","d","c","w",4.81,7.5,"","s","w","","","f","f","","h","u"
"e",6.32,"x","h","n","f","x","c","n",5.97,5.68,"","s","n","","","t","r","","d","s"
"p",3.15,"o","","g","f","f","f","f",3.67,15.53,"","g","n","","","f","f","","d","a"
"e",1.28,"f","w","g","f","","d","k",4.72,2.53,"","","w","","","f","f","","g","u"
"p",9.19,"x","","n","f","p","","w",8.35,25.97,"c","","n","","","f","f","w","d","u"
"e",8.53,"x","","g","t","p","","g",12.74,26.53,"","y","w","","","f","f","","d","a"
"e",6.4,"x","","w","f","e","","w",6.28,13.42,"b","","y","u","w","t","g","","d","a"
"e",1.48,"c","g","n","f","a","","w",4.49,1.35,"","","g","","","f","f","","d","u"
"p",5.61,"f","d","n","t","d","c","w",5.51,7.96,"","","n","","","f","f","","d","a"
"p",8.54,"p","y","n","f","","","p",14.89,16.59,"","","w","","","f","f","","d","a"
"p",11.85,"x","i","o","f","a","","o",14.81,24.47,"r","","y","","","t","r","n","d","w"
"p",6.1,"f","","y","f","s","d","y",5.57,14.66,"","i","y","","","f","f","","d","a"
"e",1.39,"x","s","y","f","a","","w",6.17,2.17,"","t","y","","","f","f","","d","u"
"p",1.23,"f","s","y","f","f","f","f",3.31,5.2,"","","y","","","f","f","","d","u"
"e",6.66,"s","","y","f","a","c","w",5.75,14.34,"","","w","","","f","f","","d","w"
"e",5.39,"x","t","n","f","e","","w",12.13,11.96,"","s","w","u","w","f","f","","d","u"
"e",11.36,"s","s","r","f","x","","n",7.8,24.71,"","","n","","","f","f","","d","u"
"e",7.12,"x","l","w","f","d","","p",3.57,9.84,"","","w","","","f","f","","g","a"
"p",8.71,"p","","n","f","p","","p",8.68,25.35,"c","","n","","","f","f","w","d","u"
"p",6.67,"x","h","r","f","","c","w",10.69,13.42,"","","w","u","w","t","g","","d","a"
"p",4.17,"f","d","b","f","x","c","w",4.6,2.88,"b","s","n","","","f","f","","d","u"
"p",5.63,"s","d","o","f","d","c","y",3.24,6.01,"","","y","","","f","f","","h","a"
"e",1.25,"b","g","g","f","","","g",3.68,1.87,"","","w","","","f","f","","d","s"
"e",15.63,"x","y","n","t","e","","w",10.71,19.29,"","","w","","","t","","","g","a"
"e",6.46,"f","h","o","f","s","","n",8.19,10.35,"","i","o","","","f","f","","d","a"
"e",1.01,"p","g","g","f","","","g",2.67,1.35,"","","w","","","f","f","","d","u"
"e",6.8,"x","d","n","t","p","","y",7.03,12.52,"","","y","","","f","f","","d","u"
"p",3.51,"f","y","w","f","e","c","w",4.35,3.6,"","k","w","","","t","e","","d","u"
"e",3.99,"p","","g","f","f","f","f",4.37,18.34,"","","n","","","f","f","","l","s"
"e",4.69,"x","","l","f","d","","r",5.72,6.41,"","","l","","","f","f","","l","u"
"e",57.97,"o","y","y","f","p","","y",7.29,35.15,"","k","k","","","f","f","","d","u"
"e",50.73,"o","y","y","f","p","","y",7.23,40.51,"","k","k","","","f","f","","d","u"
"p",0.94,"f","","o","f","d","","o",5,1.06,"","","o","","","f","f","w","g","a"
"e",6.41,"s","l","n","f","f","f","f",7.38,64.56,"","","n","","","f","f","g","l","a"
"e",4.93,"x","t","o","f","p","","n",5.24,11.33,"","","e","","","f","f","","d","a"
"p",2.5,"f","s","w","f","d","c","w",2.47,6.67,"","","w","","","f","f","","g","a"
"p",7.56,"f","y","e","f","s","c","y",8.7,16.87,"","y","e","","","f","f","","d","a"
"e",17.12,"x","e","n","t","e","","w",9.84,16.72,"","","w","","","t","","","g","u"
"e",3.96,"f","g","g","f","a","d","g",5.3,3.53,"","s","g","","","f","f","","d","w"
"p",5.97,"c","i","y","f","","c","r",6.98,8.36,"","","w","","","f","f","","d","u"
"p",9.25,"x","i","n","f","a","c","k",7.91,7.22,"","i","n","","k","t","z","k","g","u"
"p",3.4,"b","y","n","f","","c","g",5.77,4.64,"s","s","w","","","f","f","","d","a"
"e",10.84,"f","e","b","f","","c","b",5.04,19.88,"","","w","","","t","f","","d","a"
"p",2.57,"f","w","y","f","a","","y",5.09,6.94,"","t","r","","","f","f","","m","u"
"p",4.41,"x","t","o","f","a","c","n",4.82,5.7,"","y","o","","","t","z","","d","w"
"p",4.55,"c","i","y","f","","c","n",6.88,7.53,"","","w","","","f","f","","d","u"
"p",19.76,"f","k","w","t","d","d","n",7.87,35.46,"","","w","","","f","f","","d","a"
"p",0.52,"x","","o","f","d","","o",4.11,1.02,"","","o","","","f","f","w","g","a"
"e",2.82,"x","","y","f","a","c","y",3.15,7.58,"","","w","","","f","f","","d","a"
"e",1.26,"f","g","n","t","a","","w",6.25,1.13,"","","n","","","f","f","","d","u"
"e",12.1,"s","","w","t","d","c","y",6.05,23.18,"","","w","","","f","f","","d","u"
"p",6.94,"x","e","e","f","a","","n",8.32,10.73,"","","y","","w","t","z","","d","a"
"p",1,"b","t","n","f","","c","k",4.29,2.65,"","","n","","","t","f","","g","a"
"p",2.77,"f","y","o","f","d","","y",2.84,5.63,"","","y","","","f","f","","m","a"
"p",4.81,"f","","n","f","d","c","y",4.2,8.27,"b","","n","","","f","f","","d","w"
"p",8.4,"x","","u","t","x","","u",8.38,20.24,"s","","n","","u","f","f","","d","a"
"p",3.41,"x","k","n","f","s","","p",4.31,3.47,"","","n","","","f","f","p","g","a"
"p",3.38,"f","k","w","f","s","","p",4.05,2.92,"","","n","","","f","f","p","g","a"
"p",13.86,"x","e","n","t","p","","y",7.84,30.09,"c","","y","","","f","f","","d","u"
"e",2.55,"x","h","p","f","a","c","o",4.23,6.08,"","","e","","","f","f","","g","u"
"e",5.62,"x","h","y","t","x","c","y",6.18,11.6,"","","w","","","f","f","","d","u"
"p",6.44,"s","t","n","t","d","","w",4.2,10.87,"","t","r","","","f","f","","d","u"
"e",13.43,"f","","l","f","d","c","y",2.7,13.9,"","","w","","","f","f","","d","w"
"p",1.34,"b","h","n","f","a","","n",4.45,1.74,"","t","n","","","f","f","","h","s"
"p",3.66,"b","h","n","f","","","n",9.42,5.3,"","","w","","","t","","k","g","w"
"e",6.83,"x","d","y","t","p","","y",6.18,14.74,"","","y","","","f","f","","d","a"
"e",6.39,"x","s","b","f","d","d","o",5.92,11.84,"","","w","","","f","f","","d","a"
"e",15.81,"x","d","o","f","p","","w",15.72,34.64,"s","y","w","","","f","f","","d","u"
"e",4.75,"x","h","n","f","x","c","w",4.09,5.38,"","s","n","","","t","r","","d","s"
"e",1.02,"x","g","e","t","a","","w",5.64,0.98,"","","n","","","f","f","","d","a"
"p",1.63,"b","h","n","f","a","","n",3.94,1.31,"","t","n","","","f","f","","g","u"
"e",7.56,"x","","e","f","x","c","w",8.16,21.7,"","s","w","","","f","f","","d","u"
"p",3.78,"f","d","n","f","x","c","y",5.1,3.01,"b","s","n","","","f","f","","d","a"
"e",7.83,"f","","b","f","d","c","w",2.28,12.38,"","","w","","","f","f","","d","a"
"p",0.73,"x","g","p","f","a","","p",4,1.01,"","s","k","","","f","f","","d","a"
"e",2.76,"x","","b","f","","d","w",5.2,4.26,"","","w","","","f","f","","d","w"
"p",7.58,"s","t","n","f","x","c","y",5.9,15.95,"","","y","","","f","f","","d","a"
"p",1.47,"x","g","n","f","d","d","n",1.74,2.53,"","s","n","","","f","f","","d","u"
"e",2.98,"b","y","n","f","","c","k",5.94,2.85,"","","w","","","f","f","","d","w"
"e",1.65,"c","g","n","f","a","","g",5.48,1.63,"","","g","","","f","f","","l","a"
"p",0.7,"x","g","o","f","","","y",3.57,0.75,"","","w","","","f","f","","d","u"
"e",13.85,"f","s","w","t","e","","n",10.61,17.92,"s","","w","","","t","l","","m","a"
"p",3.07,"o","","k","f","f","f","f",3.73,16.92,"","g","g","","","f","f","","d","a"
"e",3.67,"s","","y","f","f","f","f",6.86,7.51,"","","o","","","f","f","","d","a"
"p",5.32,"s","k","n","f","p","","n",4.13,5.88,"","k","n","","","t","f","","d","u"
"p",1.34,"f","s","y","f","f","f","f",3.11,5.15,"","","y","","","f","f","","d","a"
"p",4.57,"x","y","l","f","s","c","n",7.13,8.63,"","y","n","","","t","e","k","d","a"
"e",4.53,"x","","y","f","a","c","o",3.64,8.41,"","","w","","","f","f","","d","a"
"p",14.66,"x","k","w","t","d","d","n",5.78,25.18,"","","w","","","f","f","","d","u"
"p",0.88,"x","g","w","f","a","d","w",2.81,1.29,"","","e","","","f","f","","d","a"
"p",12.76,"f","s","n","f","d","c","y",5.32,29.78,"","k","n","","","f","f","","d","u"
"p",4,"f","k","w","f","s","","p",4.3,3.72,"","","n","","","f","f","p","g","u"
"p",7.57,"s","t","y","f","x","c","y",5.67,15.24,"","","y","","","f","f","","d","a"
"e",13.56,"s","s","u","f","x","","n",6.97,24.94,"","","p","","","f","f","","d","u"
"p",3.79,"f","d","n","f","x","c","y",4.89,3.36,"b","s","n","","","f","f","","l","u"
"e",2.75,"b","y","n","f","","c","k",6.87,3.43,"","","w","","","f","f","","d","a"
"e",12.28,"x","","n","t","","","w",13.55,23.15,"b","","w","u","w","t","g","","d","a"
"p",10.3,"f","t","n","t","d","c","b",5.04,25.26,"","","n","","","f","f","","g","u"
"p",7.78,"s","t","n","f","x","c","y",6.27,15.81,"","","y","","","f","f","","d","a"
"p",3.1,"f","s","o","f","d","","y",2.66,5.79,"","","y","","","f","f","","h","a"
"p",3.85,"b","t","n","f","x","c","p",5.27,4.64,"","i","n","","","f","f","","g","u"
"e",52.12,"o","y","y","f","p","","y",8.56,49.03,"","k","k","","","f","f","","d","u"
"p",8.46,"f","","y","f","x","c","n",6.92,11.65,"","","w","","","f","f","","d","u"
"e",9.6,"f","y","w","f","e","c","k",16.66,11.88,"","s","w","","","t","e","","d","s"
"p",1.78,"f","i","l","f","a","","p",3.63,2.33,"","","w","","","f","f","p","g","a"
"p",2.49,"b","g","o","f","","c","n",6.99,3.29,"","","n","","","f","f","","d","s"
"p",7.74,"b","y","n","f","","","p",13.88,16.26,"","","w","","","f","f","","d","a"
"p",8,"o","","n","f","f","f","f",2.98,22.92,"","g","n","","","f","f","","d","s"
"p",14.96,"f","g","e","f","e","","w",17.13,16.52,"s","y","w","u","w","t","p","","d","a"
"p",9.5,"x","d","y","f","a","","y",12.44,24.27,"r","","o","","","t","r","n","d","u"
"e",8.13,"f","w","y","f","f","f","f",6.26,15.5,"","","y","","","f","f","","d","a"
"p",9.59,"x","","u","t","x","","n",10.69,22.23,"s","","n","","u","f","f","","d","a"
"e",6.33,"c","h","n","f","e","","w",13.3,13.97,"","s","n","u","w","f","f","","d","a"
"p",8.65,"s","","o","t","d","","o",4.79,11.98,"","","w","","","t","f","","d","a"
"e",5.49,"p","s","w","f","e","c","k",5.82,13.13,"","","w","","w","t","e","","m","a"
"p",5.95,"c","e","w","t","x","c","r",6.92,12.92,"","","w","","","f","f","","g","s"
"e",5.48,"x","y","n","f","s","","w",5.11,8.52,"","","w","","","f","f","","d","u"
"p",9.8,"x","h","y","f","s","","y",7.69,17.31,"","i","n","","","f","f","","d","u"
"p",3,"x","t","n","f","s","c","p",4.81,8.17,"","","w","","n","t","z","","d","a"
"e",8.36,"f","y","n","f","e","c","n",5.14,13.17,"","","w","","","t","r","","w","a"
"e",2.49,"x","d","n","f","p","","n",4.07,10.21,"","","n","","","f","f","","d","a"
"p",10.55,"f","t","n","t","d","c","n",4.52,22.6,"","","r","","","f","f","","d","a"
"p",0.94,"x","g","w","f","a","d","w",2.98,1.56,"","","e","","","f","f","","l","u"
"p",1.4,"f","s","y","f","f","f","f",4.37,6.68,"","","y","","","f","f","","d","u"
"p",7.13,"o","e","o","f","","c","y",1.56,15.79,"","","n","","","f","f","","d","a"
"p",5.72,"b","s","o","f","e","","k",6.22,6.82,"","","y","","","f","f","","m","u"
"e",4.18,"f","","w","f","x","c","u",7.37,4.02,"","","w","","","f","f","","d","a"
"p",14.98,"x","g","o","f","e","","w",17.01,17.98,"s","y","w","u","w","t","g","","d","u"
"p",19.32,"x","k","w","t","d","d","w",6.43,28.46,"","","w","","","f","f","","d","a"
"e",7.18,"x","h","y","f","p","","y",6.7,13.8,"","","y","","y","t","","","d","a"
"e",6.52,"x","h","n","f","x","c","w",6.21,6.26,"","y","n","","","t","r","","d","s"
"p",3.06,"s","","u","f","a","","w",3.32,6.26,"","","w","","","f","f","","d","u"
"e",0.81,"p","g","w","f","","","g",2.17,1.21,"","","w","","","f","f","","d","w"
"p",3.43,"b","y","n","f","","c","w",6.15,4.78,"s","s","w","","","f","f","","d","a"
"e",9.54,"s","","n","f","","","w",5.36,25.11,"","","n","","","f","f","","d","u"
"p",4.96,"c","k","y","t","x","c","p",5.33,12.33,"","","w","","","f","f","","g","a"
"e",5.06,"s","w","y","f","f","f","f",3.59,11.92,"","","y","","","f","f","","d","a"
"e",8.35,"f","s","n","f","s","c","w",6.67,9.47,"b","i","n","","","f","f","","l","u"
"p",2.99,"x","s","g","f","d","c","w",2.67,7.27,"","","w","","","f","f","","g","u"
"e",8.82,"x","s","w","f","e","c","n",5.98,13.42,"","","w","","w","t","e","","m","a"
"e",8.39,"x","d","e","t","p","","y",6.93,13.68,"","","y","","","f","f","","d","a"
"p",7.47,"f","","r","f","x","c","n",6.68,12.52,"","","w","","","f","f","","d","u"
